id,participant_id,participant_no,condition_id,condition_type,task_order,task_type,survey_number,thoughts_on_experiment,suggestions,created_at,reason_for_change,internal_inconsistency,pattern_experience,pattern_experience_majority,pattern_experience_minority,pattern_experience_diffusion
6278304c-c7e9-4671-b7f5-862b671a04ca,bb3bf185-23ab-460f-8e39-e7bcd54eb3f9,34,34.0,majority,normativeFirst,informative,2,I didn't know the real answer and had to rely on the AI.  Since they all agreed to one point I agreed with them.,The AIs were very limited in their understanding and replies,2025-09-09 17:41:24.147874+00:00,My opinion changed because I was willing to admit from the beginnning that I did not know the real answer.,The only difference was learning something from the AI,"The AIs taught me the correct answer, but then failed to adapt to my further answers","The AIs taught me the correct answer, but then failed to adapt to my further answers",,
bbd785d3-ad17-4662-a714-d02889211bf4,bb3bf185-23ab-460f-8e39-e7bcd54eb3f9,34,34.0,majority,normativeFirst,normative,1,The AIs failed to rebalance after my points.  they just kept to the same points which lost credibility in my view. ,While the study is interesting the AIs were too similar and didn't provide enough distinct views.,2025-09-09 17:35:14.930033+00:00,It was maintained because none of the AI were able to provide any solid reasons for me to change my stance.  It was the same stuff being repeated.,There was no difference I feel strongly about the issue,The AIs were in alignment with each other and giving the same opinions.  Their opposition to me wasn't very substantiated so had little effect,The AIs were in alignment with each other and giving the same opinions.  Their opposition to me wasn't very substantiated so had little effect,,
2ccde8a6-503b-4713-ad94-a4ec81acfad9,5d1b61d5-a2f2-44bd-a128-edf1f61bd715,35,35.0,minority,informativeFirst,informative,1,I simply considered my experience of discussing the various points with the AI.  I find a discussion where there are several points of view interesting and it can change my view if it presents something that I had not previously considered.  ,"It was fun, thank you.",2025-09-09 17:50:23.426505+00:00,"I found the conversations useful and engaging though 3 did seem less 'reactive' than the other two, often reiterating their initial point.","There was no difference, I said what I felt.","I like a good animated discussion, what I feel less positive about is one where there is no engagement on the issues, simply a reiteration of the first opinion stated.",,"I like a good animated discussion, what I feel less positive about is one where there is no engagement on the issues, simply a reiteration of the first opinion stated.",
efbe76f7-7f73-4dd7-bc13-994e7f052aa5,5d1b61d5-a2f2-44bd-a128-edf1f61bd715,35,35.0,minority,informativeFirst,normative,2,"I have quite strong views on meetings, having worked for many different organisations and seeing first hand the difference between a productive and a presenteeism meeting.  I found all the AI agents contributions useful, supportive or in opposition to my views.","Fun, thanks!",2025-09-09 18:02:41.311491+00:00,I didn't find that my view on this changed as a result of the opposition of A3 or support of A1 and A2.,"No difference, as requested, I answered with my true opinion.",I didn't think this made any of the AIs more or less trustworthy.,,I didn't think this made any of the AIs more or less trustworthy.,
ebcdbde9-fdbb-4ff6-923f-b1f22ecd56b1,aa5e0dc7-39c5-43aa-b82b-ef78f2b133c4,36,36.0,minorityDiffusion,normativeFirst,informative,2,whether the statement was factually correct,,2025-09-09 17:42:37.542263+00:00,"the fact that it was very clear it was true, I just had not heard that",no,I felt like I trusted them,,,I felt like I trusted them
c0e758bf-8948-40c2-9f1d-8a10f4bbfbd3,aa5e0dc7-39c5-43aa-b82b-ef78f2b133c4,36,36.0,minorityDiffusion,normativeFirst,normative,1,It was important to me to think for myself but to also be open to the ideas and opinions of the AI agents,,2025-09-09 17:35:26.780024+00:00,"The more they countered my original opinion, the more it made me think deeper and believe I was correct.",there was not,I didn't even really notice. Perhaps because the topic itself was not offensive and inconsoquencial,,,I didn't even really notice. Perhaps because the topic itself was not offensive and inconsoquencial
f0b3c1c3-918d-46de-9e56-7c1fcddbcef1,858e5a85-eb83-448d-a58c-c7974a70b99e,37,37.0,majority,informativeFirst,informative,1,I tried to analyze the AI to see if their beliefs aligned with mine or not.  Then I took a consensus to make my decisions.,I was not expecting the AIs to respond in similar ways.  I thought they would have distinctly different opinions about the subjects.,2025-09-09 17:43:18.082544+00:00,I tried to compare all ot the AI's information.  I then summarized and used that to decide.,No,It affected me a little bit.  They did not respond like a normal AI so I was wary of the information.,It affected me a little bit.  They did not respond like a normal AI so I was wary of the information.,,
da5b2a66-f477-4251-b219-d5d1327e56e9,858e5a85-eb83-448d-a58c-c7974a70b99e,37,37.0,majority,informativeFirst,normative,2,"My thoughts, feelings, and experiences influenced what I had to say more than the AIs.",,2025-09-09 17:52:39.193683+00:00,My opinion was strengthened because the AI did not give any verifiable information on the topic.,No,"It made me more set in my thoughts, because they just kept repeating themselves.","It made me more set in my thoughts, because they just kept repeating themselves.",,
cb31f008-8b1a-4638-b197-7ff7796a566d,32539ad3-ad81-4f6f-8e57-de29a6edae93,38,38.0,minority,normativeFirst,informative,2,I think the scientific argument of the 3rd AI is very convicing so I changed my initial thought.,None,2025-09-09 17:57:21.552888+00:00,I changed it because of the points made by the 3rd agent.,I didn't know that the subject carry their young in pouches. SO I was educated.,I would just go with the more scientific one.,,I would just go with the more scientific one.,
e20998cd-9dfa-41ce-a799-7f907c9a4235,32539ad3-ad81-4f6f-8e57-de29a6edae93,38,38.0,minority,normativeFirst,normative,1,I relied on my initial thought and the majority of th LLM's decision. I believe that 2 heads are better than one. It also made my initial thought more credible when 2 of the LLM's are alligned to my thoughts.,None.,2025-09-09 17:49:22.837405+00:00,It only made my initial thoughts more credible with the 2 of the LLM's agreeing to it.,"There's no difference, my initial thought is really what I held privately.","In this test, the AI's were consistent, 2 alligned to my thoughts and one is also consistent in opposing. So my jedgment is firm.",,"In this test, the AI's were consistent, 2 alligned to my thoughts and one is also consistent in opposing. So my jedgment is firm.",
14b96be7-76ff-4ece-8153-4689d74897b5,50c64a07-874c-462f-9770-2562cd4f2890,39,39.0,minorityDiffusion,informativeFirst,informative,1,My initial thoughts. ,,2025-09-09 17:50:59.180188+00:00,"I maintained my opinion if I knew about this topic, but changed my opinion based on AI's statements when I knew nothing about it.",No difference.,That might make their statements untruthworthy.,,,That might make their statements untruthworthy.
bad384f2-6f6f-46f5-86c6-0da6ba095f34,50c64a07-874c-462f-9770-2562cd4f2890,39,39.0,minorityDiffusion,informativeFirst,normative,2,My initial thoughts. I hate tip culture.,,2025-09-09 18:03:02.794680+00:00,I maintained my opinion. The AI's statements did not influence me.,No difference,Feel a little bit angry,,,Feel a little bit angry
660168d5-6a3e-4f2d-9151-23db9b7b41ff,918d8839-cfa1-43d5-87d8-24f1600592b6,40,40.0,majority,normativeFirst,informative,2,"I didn't know the answer, so it was information provided by the AI's",,2025-09-09 17:43:27.712117+00:00,"It was changed because the AI provided me with the origin of the word, which showed the most likely spelling.","No, I was quite confident with the answer in the end.","It made me doubt them all, but more from the fact they would change their answer round to round.","It made me doubt them all, but more from the fact they would change their answer round to round.",,
7ee7dcfc-de32-4d34-9056-05ffe34b3b7c,918d8839-cfa1-43d5-87d8-24f1600592b6,40,40.0,majority,normativeFirst,normative,1,"My initial thoughts, as that is generally what will make the majority of the reasoning behind most decisions.",,2025-09-09 17:35:39.337255+00:00,I think it was the repetition of the AI's response. They didn't seem to take into account my arguments.,There wasn't.,"Although somewhat different, the stances of all the AI's were aligned.","Although somewhat different, the stances of all the AI's were aligned.",,
03e7ccb5-7677-468c-8233-674cf1fa4498,a070fecf-acb3-4d27-abe1-e6739b8537f3,41,41.0,minority,informativeFirst,informative,1,The information from the agents told me things I didn't know and changed my opinion somewhat,"Agents 1 and 2 seem to be agreeing with each other, particularly 2 agreeing with 1",2025-09-09 17:42:39.421006+00:00,The agents statements saying that some else actually invented a working lightbulb before Edison influenced me,no difference,"I think in this instance the opinions weren't that different, they all agreed that in some way there was someone else involved so this just made me consider things a little differently",,"I think in this instance the opinions weren't that different, they all agreed that in some way there was someone else involved so this just made me consider things a little differently",
e3d05395-9d6c-4711-83b6-91a18169053d,a070fecf-acb3-4d27-abe1-e6739b8537f3,41,41.0,minority,informativeFirst,normative,2,My initial thoughts were important as this is what I truely believe,"AI responses were quite repetitive, with 2 always agreeing and referring back to 1",2025-09-09 17:53:35.248000+00:00,I think 1 and 2 increased my believe in what I thought and 3 did not change my opinion as it gave me no good reason that I could believe in,no difference,It didn't really affect my judgement or trust because I had a belief and nothing changed that,,It didn't really affect my judgement or trust because I had a belief and nothing changed that,
a2dd7be6-6c65-4b71-b99b-31f1742e49b5,76c4e229-7446-48aa-9461-ec0a87415b29,42,42.0,minorityDiffusion,normativeFirst,informative,2,"I think seeing the support for my position was great. I was quite confident, but having the AI's also support and understand my stance was helpful in remaining confident in my choices.",,2025-09-09 17:44:02.259920+00:00,"My opinions didn't change too much over time. When it was seen as the logical reasoning the AI's shared, it only strengthened my position fully.","There was absolutely no difference, public and private remained constant.",They seemed very understanding and informed. It was a pleasant surprise to see the similarities.,,,They seemed very understanding and informed. It was a pleasant surprise to see the similarities.
b557d79e-d5df-49b3-bdb4-e75b3767ec9f,76c4e229-7446-48aa-9461-ec0a87415b29,42,42.0,minorityDiffusion,normativeFirst,normative,1,"My position remained constant over the duration of the setting. While I think the AI's arguments were valid, ultimately they were not persuasive enough to change my rationale.","I found it very interesting to get the input of multiple AI, rather than only a single one.",2025-09-09 17:35:26.914264+00:00,"I tried to be objective, taking in the ideas presented by AI. However, most of these that differed from mine, I did not find them to be strong arguments.","There was absolutely no difference, whether public or private.",I thought it was interesting to see how opinions of the AI were taken in and how they shifted. It made me feel they were being objective and therefore more trustworthy.,,,I thought it was interesting to see how opinions of the AI were taken in and how they shifted. It made me feel they were being objective and therefore more trustworthy.
30e2d29d-289e-489f-b0fc-fa63b6e15673,0930edef-2039-45fa-bf45-2ae4dec11438,43,43.0,majority,informativeFirst,informative,1,"the ai's seemed to be caught in a loop, repeating the same point just worded differently. the maths they used proved my viewpoint, but they repeatedly argued against it",,2025-09-09 17:45:52.517132+00:00,"initially I was unsure of timing, but as it progressed , I could see I was right and the Ai was wrong, so my stance solidified.",there was no difference,"I read their argument, but they could not back it up with actual evidence or maths to prove the point that cleopatra did not like closer to the moon landings. that the building of the pyramids.","I read their argument, but they could not back it up with actual evidence or maths to prove the point that cleopatra did not like closer to the moon landings. that the building of the pyramids.",,
18af1f35-ede1-4eff-8d61-b53e21b0e841,0930edef-2039-45fa-bf45-2ae4dec11438,43,43.0,majority,informativeFirst,normative,2,to be balanced and seek middle ground to both viewpoints,,2025-09-09 17:58:39.527172+00:00,"I maintained my position as both sides seem extreme and not what felt natural or workable in real life. I took on board what the ai was saying, but tried to stay neutral ",no change ,it did not bother me. But I don't think it fully engaged with my answers,it did not bother me. But I don't think it fully engaged with my answers,,
dc24a935-83a0-42de-8498-b9ef126826f0,d385aeea-2dd2-4f42-b57e-78a9b42f0382,44,,minority,normativeFirst,informative,2,"The AI's arguments seemed convincing and believable, so they help me make my final decision",It was interesting to see how the different AIs worded their responses,2025-09-09 18:16:36.771535+00:00,"My opinion changed from neutral because I didn't know much about the topic, however on reading the AI's responses I was able to change my opinion because the arguments sounded convincing",There wasn't a difference between what I publicly submitted and what I held privately,"It was useful to hear what the AI with a different opinion expressed, but I was still more convinced by the other two AIs",,"It was useful to hear what the AI with a different opinion expressed, but I was still more convinced by the other two AIs",
f6fb874b-08f5-4e4f-b77c-70e63bb82bf5,d385aeea-2dd2-4f42-b57e-78a9b42f0382,44,44.0,minority,normativeFirst,normative,1,"My initial thoughts were the most important factor when making the final decision. i did not feel that the AI would be able to change the way I felt about the topic, and I was right. I did not think the AI produced an argument strong enough to change my feelings.",It was interesting to see the different answers generated by the three different chatbots,2025-09-09 17:45:32.811731+00:00,"I strengthened my feelings a little, especially as it seemed as two of the AI chatbots were agreeing with me, which made me feel more convinced I was right.",There wouldn't have been any difference in my publicly submitted and private answer,"I found it interesting to see the differing opinion, but also a bit irritated that it did not seem to be taking my arguments on board",,"I found it interesting to see the differing opinion, but also a bit irritated that it did not seem to be taking my arguments on board",
ffb5cabf-c5fc-4c1f-a41f-b4ab2d705caf,e7bee9a5-10ae-426c-8b08-27934b9281bb,45,45.0,minorityDiffusion,informativeFirst,informative,1,Level of agreement from all 3 agents.,All good ,2025-09-09 17:56:49.444072+00:00,The agents changed their opinions from the start to the finish. ,,It made me feel like the agents are not reliable.,,,It made me feel like the agents are not reliable.
d0ca4c38-89e5-406e-9eeb-fb5572dca208,e7bee9a5-10ae-426c-8b08-27934b9281bb,45,45.0,minorityDiffusion,informativeFirst,normative,2,My initial thoughts were not going to change. ,All good.,2025-09-09 18:05:57.838870+00:00,There was nothing AI was going to say to change my mind.,,Lost trust when they changed their minds. ,,,Lost trust when they changed their minds. 
07f0b42f-2758-4909-b146-9a88b0b2a2ed,5390b6eb-1261-4376-8663-e7c71c700f28,46,46.0,majority,normativeFirst,informative,2,"I saw that the AI agent didn't know the correct spelling. I thought there would be a confusing letter change or something. Therefore, I opposed that it was the wrong spelling.","Some of the questions are extremely confusing regarding which position I am currently 'holding', or the opposition to the AI, or the statement in the sessions. Hope that makes sense, good luck with your research, and thanks for the study!",2025-09-09 17:47:48.273569+00:00,"At first, I wasn't sure about the spelling, but once the AI showed me their versions, I was much more confident in saying the correct spelling was presented in the initial statement.",There was no difference.,"I didn't trust them at all. They stated the same thing over and over, and they didn't listen to anything. They just acknowledged it with AI style and repeated their answers.","I didn't trust them at all. They stated the same thing over and over, and they didn't listen to anything. They just acknowledged it with AI style and repeated their answers.",,
c4242e5b-171a-4385-aa33-7c521a66166a,5390b6eb-1261-4376-8663-e7c71c700f28,46,46.0,majority,normativeFirst,normative,1,"My initial thoughts were not swayed by the AI. The AI answered the same pretty much every reply.,",,2025-09-09 17:30:40.821336+00:00,I dont think the AI influenced me at all and my stance stayed the same throughout the session.,There was no difference,I felt okay but they didnt have veyr strong arguments.,I felt okay but they didnt have veyr strong arguments.,,
e8bf79e8-2586-47c3-8b05-846c8b7e8cc7,5cc0e14d-5fe2-4447-b4ca-5994e3e10831,47,47.0,minority,informativeFirst,informative,1,The Ai arguments if it is not a topic i am confident about,they were all good balanced responses,2025-09-09 18:53:08.158287+00:00,The additional information given by the AI and any more facts,no difference,they were all similar,,they were all similar,
eb691e10-8154-4543-bd72-e1b915ef50e3,5cc0e14d-5fe2-4447-b4ca-5994e3e10831,47,47.0,minority,informativeFirst,normative,2,My own intitial thoughts as i have attended a lot of meetings,,2025-09-09 19:29:04.489895+00:00,It stayed the ssame based on my experience so I was not really influenced,No difference,they didn't offer a different opinion,,they didn't offer a different opinion,
cced1dfa-b76c-4129-abf0-6889efe36128,586f1871-adb3-424f-b2e5-45545395dc93,48,48.0,minorityDiffusion,normativeFirst,informative,2,the fact that they had more knowledge on this topic,,2025-09-09 18:00:19.680685+00:00,it changed based on the suggestions,no,it didn't take into consideration what i said,,,it didn't take into consideration what i said
1f347599-e990-4c34-b3a9-0abaa6e4c838,586f1871-adb3-424f-b2e5-45545395dc93,48,48.0,minorityDiffusion,normativeFirst,normative,1,my own opinion if i lacked knowledge i would have leaned on their opinions more ,,2025-09-09 17:52:13.879008+00:00,it didn't change,there wasn't a difference,it made me feel seen but i didn't trust it more or less,,,it made me feel seen but i didn't trust it more or less
c5b53eef-3556-4ecf-bb65-11566fc38a47,69268d3f-39bc-4530-924b-d854ebbd35e4,49,49.0,majority,informativeFirst,informative,1,The most important factor was the AI's introduction of historical facts.,"One AI seemed nicer, agreeing with my point and then gently suggesting another.",2025-09-09 17:40:21.975832+00:00,I originally thought that the Pyramids were built around 6000 years ago. The AI's presented consistent facts showing that they were built much later.,I didn't google anything or check their facts. Their facts convinced me.,They all seemed to express the same opinion. That response made me feel confident that I should believe them.,They all seemed to express the same opinion. That response made me feel confident that I should believe them.,,
eca184c7-bdff-4a18-be97-ce6b60e65e31,69268d3f-39bc-4530-924b-d854ebbd35e4,49,49.0,majority,informativeFirst,normative,2,They all sounded like some version of a corporate bigwig.,The AIs presented a united front and did not adjust their opinions. I was surprised by that.,2025-09-09 17:53:42.676064+00:00,I was more for remote meeting than I was before. They were all in agreement that in person meetings would foster a sense of esprit de corps and wanted to continue the traditions of the past.,"I was hesitant to ""Strongly Oppose"" anything. It appeared that they weren't going to come up with anything other than, ""It used to work really well before"" and I perceived them as HR or the CEO. ","Actually, the opposite. They all expressed pretty much the same opinion. I tried to look at their side, but nobody had any compelling arguments. Not even the chance for coffee and bagels which I would consider a ""pro"" for an offline meeting.","Actually, the opposite. They all expressed pretty much the same opinion. I tried to look at their side, but nobody had any compelling arguments. Not even the chance for coffee and bagels which I would consider a ""pro"" for an offline meeting.",,
2faed49c-f25c-4bcb-8693-23c7a89d2f51,134c2569-bfe7-414e-86a0-d3b3f948f5e9,50,50.0,minority,normativeFirst,informative,2,The Ai's argument I have no clue about koalas and bears.,,2025-09-09 19:39:06.613863+00:00,I changed my response from neutral when the Ai's gave me the reason why koala's arent bears according to them.,I generally believed what I submitted again i reiterate have no clues about koala's being bears.,They all seemed to be in agreement in the fact that koala's aren't bears agent 3 just provided different reasons confirming it instead pf the other 2 bouncing off each other.,,They all seemed to be in agreement in the fact that koala's aren't bears agent 3 just provided different reasons confirming it instead pf the other 2 bouncing off each other.,
2c7142f5-c42b-42b4-bca9-16e36e03fa4c,134c2569-bfe7-414e-86a0-d3b3f948f5e9,50,50.0,minority,normativeFirst,normative,1,My initial thoughts and as we go along the AI's argument if they made solid points would influence my final decision too.,,2025-09-09 19:08:38.333293+00:00,I'd mostly look at the one who was arguing a different point to the others because I like that not just following the herd because it wants to even though i know that's what it was trained to do. I also like how adamant it was in it's stance nice to see.,There was never I answered with what I thought personally and based off arguments made by the AI's.,"I liked it, preferred it to tweedle and tweedldumb just parroting each other and lickin each others word i won't ssay I know that's what it was trained to do. I took it's arguments more seriously though even though I disagreed with it's point of view at times.",,"I liked it, preferred it to tweedle and tweedldumb just parroting each other and lickin each others word i won't ssay I know that's what it was trained to do. I took it's arguments more seriously though even though I disagreed with it's point of view at times.",
d285b2ac-35fe-408f-95e8-78f260142b75,07d88852-7da1-4eaa-9413-468d15f8dc10,51,51.0,minorityDiffusion,informativeFirst,informative,1,The facts that I already had pertaining to the topic we were discussing.,No issues.,2025-09-09 17:40:10.663428+00:00,When it comes to personal matters my opinion did not change over time. When it came to a conversation about a scientific topic that I didn't know much about then my conversation changed because it wasn't something that I was really interested in.,There was no difference in my public and private responses. Everything I put was honest and would not change it.,It made me feel heard but it didn't change my judgment on the topic. I became a litte more interested in reading what the AIs were saying.,,,It made me feel heard but it didn't change my judgment on the topic. I became a litte more interested in reading what the AIs were saying.
039208c0-3281-4e32-9f28-a1de591bef61,07d88852-7da1-4eaa-9413-468d15f8dc10,51,51.0,minorityDiffusion,informativeFirst,normative,2,Just sticking to my morals when it comes to treating others fairly and not putting others opinions over that.,No issues.,2025-09-09 17:49:19.821919+00:00,My initial opinion was neutral but changed overtime when I read the responses against tipping.,No difference. I have always tipped and will continue to do so unless I'm broke.,It gave me hope that there is compassion still in our world.,,,It gave me hope that there is compassion still in our world.
addee50f-ad4e-49e6-9b51-11c0dae30bc2,0ddcc4f5-84cf-4232-91c2-55d084eda6e9,52,52.0,majority,normativeFirst,informative,2,"My own experiences and beliefs about spelling, grammar,etymology",They recycle the same arguments despite being presented with a new point/idea.,2025-09-09 17:46:38.402090+00:00,It was maintained because none of the Ai's statements were convincing,There is no difference between my public vs private stance. ,I didnt feel anything. Mostly reinforced how incompetent they are. ,I didnt feel anything. Mostly reinforced how incompetent they are. ,,
f140f826-4feb-447b-a8a6-421d0e6921e3,0ddcc4f5-84cf-4232-91c2-55d084eda6e9,52,52.0,majority,normativeFirst,normative,1,My own arguments and set standards about the topic,The agents had a shared opinion for the most part.,2025-09-09 17:39:23.847858+00:00,it was maintained because none of the virtual agents were making any good points. I understand the social contract thing but none of them expanded on it to strengthen their point. ,No. It would not have made a difference. my position is set.,I was mainly annoyed. Their arguments didnt feel strong enough and it was repetitive. It didnt affect my judgment but reinforced their trustworthiness.,I was mainly annoyed. Their arguments didnt feel strong enough and it was repetitive. It didnt affect my judgment but reinforced their trustworthiness.,,
7f8be31a-ba67-4b4f-9f6c-65340cdaf4f1,bf38b76e-3b5d-4be2-8904-0f30398f1aca,53,53.0,minority,informativeFirst,informative,1,"I think that I just wanted to make sure my stance was factual, and that it was not derailed by what the agents were saying.",,2025-09-09 18:00:32.827705+00:00,"My opinion was maintained all through, the AI's opinions made me think about my stance and made me decide to perform some research.",There was no difference between the answer I submitted and the true answer I submitted ,The different opinion made me think to perform more research on the topic to solidify my stance and make sure my opinions are factual,,The different opinion made me think to perform more research on the topic to solidify my stance and make sure my opinions are factual,
aefd1b5b-0c35-4c57-96c3-2dec9b865bd8,bf38b76e-3b5d-4be2-8904-0f30398f1aca,53,53.0,minority,informativeFirst,normative,2,What was most important was to make sure my initial thoughts and what I think is socially acceptable was communicated and maintained.,,2025-09-09 18:15:31.019936+00:00,My opinion was maintained because this was what I believed to be true and I'm not easily swayed. ,There was no difference between the publicly submitted answer and my 'true' answer. ,"I saw it as good, something to make me think and reflect on my stance. I think it's good to have opinions that challenge your views.",,"I saw it as good, something to make me think and reflect on my stance. I think it's good to have opinions that challenge your views.",
8068f67c-f46a-4794-b4a0-223e8b5ce57e,14bf7228-fadd-491c-8cc4-c74dd4c3fba6,54,54.0,minorityDiffusion,normativeFirst,informative,2,the ai points made me rethink my decisions and way of thinking ,i was surprised how the different ai views influenced my view and altered. ,2025-09-09 18:00:56.438244+00:00,the ai statements and the way it broke down the statements made it easy for me to understand ,i think the breaking down of statements and truely understanding what it meant historically made sense ,all of the points were similar supporting ,,,all of the points were similar supporting 
8fc5a954-bfd7-40e0-a865-58d776dbcce7,14bf7228-fadd-491c-8cc4-c74dd4c3fba6,54,54.0,minorityDiffusion,normativeFirst,normative,1,the ai points were valid and these definately made me adjust my views ,"i enjoyed this , especially seeing the different opinions",2025-09-09 17:50:03.900474+00:00,the statements from the AI and how they were presented influenced my decisions ,i dont think my views changed much publicly or privately ,it made me more curious to see what the AI will come up with ,,,it made me more curious to see what the AI will come up with 
12a0528f-c2c1-4cdb-8fbe-ba2937280d00,0970deef-da21-4b37-bddf-814b4a94c050,55,18.0,minorityDiffusion,normativeFirst,informative,2,The most important factor was what I thought and my gut feeling about the matter because I trust myself and my opinions more than those provided by the AI agents ,None ,2025-09-09 18:01:56.319705+00:00,Mine were maintained because in part the agents agreed but then would come up with some nonsense as to why it wasn't the case ,There wasn't I stand by my answer both publically and in private ,They seemed really fake and just to be taking and copy and pasting what another AI agent had previously said which in part contradicated what they had originally said. It didn't make sense and made me trust them less. ,,,They seemed really fake and just to be taking and copy and pasting what another AI agent had previously said which in part contradicated what they had originally said. It didn't make sense and made me trust them less. 
700d4c0f-fecc-42b9-95a4-45dee92334a7,0970deef-da21-4b37-bddf-814b4a94c050,55,18.0,minorityDiffusion,normativeFirst,normative,1,My initial thoughts and that the agents hadn't given me a strong enough argument to alter my opinion ,none ,2025-09-09 17:51:07.025155+00:00,It was maintained because the agents weren't listening to what I had to say which was really frustrating. They simply focused on emergency calls which was all be it completely irrelevant to my point. ,There wasn't i admitted that i would oppose this and this did not change ,"I didn't trust them, the reasons that they gave for changing their opinion simply copied what the minority was to start with and it just made them seem fake and that they did not have a true understanding of what was being said. There was no justification for them changing their opinion. ",,,"I didn't trust them, the reasons that they gave for changing their opinion simply copied what the minority was to start with and it just made them seem fake and that they did not have a true understanding of what was being said. There was no justification for them changing their opinion. "
c83b67e2-7396-4e7d-8534-1b2ad9de8bf2,75db1808-af29-4ad0-bee6-29558574533b,56,56.0,minority,normativeFirst,informative,2,The AI agents 1 and 2 who explained things clearly and whose opinion I trusted because I went with the majority as I was personally unsure ,,2025-09-09 17:50:35.095964+00:00,"I was very unsure so found agent 1 and 2 persuasive as they were in agreement with each other, whilst agent 3 seemed like an anomaly ",N/A - there was no difference ,I trusted the AI with a different opinion less than I trusted the other two agents because they felt less knowledgeable and less trustworthy ,,I trusted the AI with a different opinion less than I trusted the other two agents because they felt less knowledgeable and less trustworthy ,
5a1ff07c-fa19-4701-a5f8-7fd35055a529,75db1808-af29-4ad0-bee6-29558574533b,56,56.0,minority,normativeFirst,normative,1,"My initial thoughts, which were strengthened by the two of the AI agents as they agreed with me",,2025-09-09 17:35:37.466900+00:00,Maintained because two agents were in agreement with me and thought my points were valid and reasonable ,N/A - there was no difference ,I felt less understood by the agent with a different opinion and valued their input less as I did not find it as trustworthy,,I felt less understood by the agent with a different opinion and valued their input less as I did not find it as trustworthy,
de77e0eb-74d6-47b0-b731-cfbc5e1b4bd7,4f37c0a8-685a-4f8e-863c-f27a94a4236d,57,,minorityDiffusion,informativeFirst,informative,1,"I did'nt think I knew much about the subject at the start of the chat,  but with the AI's responses they helped me to get my head around the concept and got me thinking about other ways of looking at the subject, and I think we seemed to come to agreeable conclusions. ",,2025-09-09 18:09:06.360603+00:00,the Ai's explantions of the background theory helped me undrerstand  and changed my opinion because if the new knowledge,No difference,I thought it was good because minority opinions can often be overlooked and have thier usefulness in conversations/arguments.,,,I thought it was good because minority opinions can often be overlooked and have thier usefulness in conversations/arguments.
2f86e5f0-e84a-4301-9d98-0bfcf9c44154,4f37c0a8-685a-4f8e-863c-f27a94a4236d,57,,minorityDiffusion,informativeFirst,normative,2,My initial thoughts were influenced by my son whom work at  home couple of day a week. It seems to work for him.  so i was supporting hybrid working,,2025-09-09 18:28:36.301981+00:00,"I ended up coming back to a neutral stance I aggreed with some of the agents arguements, but i still felt it is dependent onthe nature of the work/situation and usually these thing are set up as how a company works.",No difference, Felt i was losing the arguement and that is why I pullled back my stance to neutral.  They could see my point but stuck to their points of view as did i to a certain degree,,, Felt i was losing the arguement and that is why I pullled back my stance to neutral.  They could see my point but stuck to their points of view as did i to a certain degree
07f4005c-8bc9-4f13-8faa-2b04c25edd5c,93ad0c45-b342-4f90-8198-b588bced4349,58,,majority,normativeFirst,informative,2,The accuracy of the information ,,2025-09-09 18:32:12.305164+00:00,It was changed because the AI explanation was straight and great.,,I felt good and trust my decisions ,I felt good and trust my decisions ,,
89c46c37-6fe9-4896-91e1-f7155239c69a,93ad0c45-b342-4f90-8198-b588bced4349,58,,majority,normativeFirst,normative,1,The benefits and advantages it comes with,,2025-09-09 18:21:06.293306+00:00,Changed when it is necessary and i maintain when i fell it right ,,I feel confused and absurd,I feel confused and absurd,,
ea4e914b-54da-45db-9529-cf6991776a35,6ae81c9a-e082-4873-ae39-7c0f54a06c50,59,59.0,minority,informativeFirst,informative,1," The most important factor for me  is if they gave me something that backed up their statement,    A factual statement that got the point across to me.  ",Very interesting study,2025-09-09 17:50:18.963977+00:00,"If they told me something i didnt know,  and gave me more info on the topic. ","That the AI had facts to back up what they were telling me,  or gave me new info that i didnt know.  ","I still trusted it, as it told me something i didnt know and  it made me look at the statement in a different point of view.   ",,"I still trusted it, as it told me something i didnt know and  it made me look at the statement in a different point of view.   ",
bdffd10e-a32b-4680-9b24-2d09db31378d,6ae81c9a-e082-4873-ae39-7c0f54a06c50,59,59.0,minority,informativeFirst,normative,2,"I think the most important, was if they had facts to back up their statement.  ",,2025-09-09 18:00:03.649072+00:00,It changed  as i started to look at it from a different perspective.  And took into account what the had to say.,"Both of my answers were the same,  but i did think of things a bit different at the end",I took what it has to say into account and they looked at my opinion  I dont think it effected my trust anymore or less. ,,I took what it has to say into account and they looked at my opinion  I dont think it effected my trust anymore or less. ,
c2c5948f-1015-4b9f-9004-b8897445fb35,93c35761-c7dd-49aa-94f9-6420fc5f0b78,60,60.0,minorityDiffusion,normativeFirst,informative,2,The Ai's arguments. It was obviously due to his height!,No additional thoughts.,2025-09-09 17:51:16.727426+00:00,"because it was the obvious answer, and I wouldn't be swayed by the AI.",No difference.,it was annoying!,,,it was annoying!
